Date,Open,High,Low,Close,Adj Close,Volume
2024-09-09,205.67999267578125,209.1300048828125,205.0399932861328,208.4600067138672,205.53436279296875,2290000
2024-09-10,208.9499969482422,209.99000549316406,206.7100067138672,208.25,205.3273162841797,2150600
2024-09-11,207.61000061035156,208.35000610351562,204.11000061035156,207.63999938964844,204.72584533691406,1372700
2024-09-12,207.24000549316406,208.2899932861328,205.1300048828125,207.86000061035156,204.94277954101562,1583000
2024-09-13,207.36000061035156,208.69000244140625,206.60000610351562,208.0500030517578,205.87294006347656,1397100
2024-09-16,208.55999755859375,211.0399932861328,208.13999938964844,208.32000732421875,206.14012145996094,946600
2024-09-17,207.7899932861328,208.25999450683594,203.0399932861328,203.1199951171875,200.99453735351562,1935900
2024-09-18,204.0,204.27999877929688,200.2899932861328,201.8800048828125,199.76751708984375,1507500
2024-09-19,203.1199951171875,204.77999877929688,201.77000427246094,204.63999938964844,202.49862670898438,1300400
2024-09-20,203.44000244140625,204.97000122070312,202.44000244140625,204.10000610351562,201.9642791748047,2240700
2024-09-23,204.41000366210938,207.22999572753906,203.8800048828125,207.10000610351562,204.93287658691406,1482500
2024-09-24,206.50999450683594,208.1699981689453,206.1199951171875,207.52000427246094,205.3485107421875,1269700
2024-09-25,208.0500030517578,208.6300048828125,206.8800048828125,207.69000244140625,205.5167236328125,1272200
2024-09-26,207.02999877929688,209.0,205.2100067138672,205.33999633789062,203.19129943847656,1628900
2024-09-27,205.0,207.10000610351562,205.0,205.50999450683594,203.35951232910156,1489900
2024-09-30,205.32000732421875,207.80999755859375,205.32000732421875,207.60000610351562,205.42764282226562,1530400
2024-10-01,207.4600067138672,208.05999755859375,205.83999633789062,207.92999267578125,205.75418090820312,951900
2024-10-02,208.5,208.9600067138672,206.1699981689453,207.32000732421875,205.1505889892578,909300
2024-10-03,207.38999938964844,209.24000549316406,206.2100067138672,209.08999633789062,206.9020538330078,1019900
2024-10-04,208.19000244140625,209.14999389648438,207.0399932861328,208.08999633789062,205.9125213623047,985000
2024-10-07,205.55999755859375,206.72999572753906,204.52999877929688,205.41000366210938,203.2605743408203,2007400
2024-10-08,206.6999969482422,208.97000122070312,206.16000366210938,208.67999267578125,206.49635314941406,1172900
2024-10-09,209.02000427246094,212.55999755859375,208.30999755859375,212.22999572753906,210.0092010498047,1263700
2024-10-10,212.60000610351562,213.57000732421875,210.91000366210938,211.24000549316406,209.02957153320312,893500
2024-10-11,211.91000366210938,212.35000610351562,210.77000427246094,211.80999755859375,209.59359741210938,956400
2024-10-14,212.35000610351562,214.25,211.8000030517578,213.5,211.2659149169922,982100
2024-10-15,214.5399932861328,216.00999450683594,213.42999267578125,213.7899932861328,211.55287170410156,1180400
2024-10-16,213.22000122070312,214.1999969482422,212.52000427246094,213.13999938964844,210.90966796875,718600
2024-10-17,214.1300048828125,214.49000549316406,212.13999938964844,213.0800018310547,210.85032653808594,847100
2024-10-18,213.38999938964844,213.5,212.0,212.75,210.5237579345703,816100
2024-10-21,212.55999755859375,212.92999267578125,210.3699951171875,211.82000732421875,209.60350036621094,1033000
2024-10-22,210.58999633789062,211.64999389648438,209.49000549316406,211.0500030517578,208.84156799316406,896300
2024-10-23,210.2899932861328,212.3800048828125,209.80999755859375,211.8000030517578,209.5836944580078,1240000
2024-10-24,210.94000244140625,210.94000244140625,208.4499969482422,208.91000366210938,206.7239532470703,1113000
2024-10-25,209.22000122070312,209.77999877929688,206.4600067138672,206.8000030517578,204.63601684570312,1069900
2024-10-28,208.0,208.8699951171875,207.0,208.25999450683594,206.0807342529297,2127200
2024-10-29,213.3800048828125,219.8800048828125,212.16000366210938,219.11000061035156,216.81719970703125,3231300
2024-10-30,217.50999450683594,218.86000061035156,214.5,214.82000732421875,212.57211303710938,1720700
2024-10-31,214.32000732421875,216.6999969482422,214.1999969482422,215.85000610351562,213.59132385253906,1785500
2024-11-01,216.91000366210938,217.3300018310547,213.77999877929688,213.99000549316406,211.7507781982422,1267600
2024-11-04,215.67999267578125,216.74000549316406,212.47999572753906,214.24000549316406,211.99818420410156,1112800
2024-11-05,214.4499969482422,216.27999877929688,213.35000610351562,215.8800048828125,213.6210174560547,950000
2024-11-06,219.91000366210938,220.3000030517578,216.4199981689453,218.47999572753906,216.1938018798828,2905700
2024-11-07,219.00999450683594,220.88999938964844,217.47000122070312,220.44000244140625,218.13328552246094,1370000
2024-11-08,221.88999938964844,226.36000061035156,220.44000244140625,224.1199951171875,221.7747802734375,1854100
2024-11-11,225.6199951171875,226.5,223.3800048828125,223.6199951171875,221.28001403808594,1084800
2024-11-12,225.0,226.42999267578125,223.80999755859375,224.77999877929688,222.42788696289062,2002200
2024-11-13,225.0800018310547,226.83999633789062,224.24000549316406,225.67999267578125,223.31845092773438,1087000
2024-11-14,224.66000366210938,225.5500030517578,221.57000732421875,221.72000122070312,219.39990234375,1215800
2024-11-15,219.50999450683594,221.52999877929688,217.25,217.89999389648438,215.619873046875,1796500
2024-11-18,217.30999755859375,219.47000122070312,217.0800018310547,218.30999755859375,216.02557373046875,986700
2024-11-19,217.0,219.7100067138672,216.0,219.0500030517578,216.75784301757812,1370700
2024-11-20,220.0500030517578,220.3800048828125,216.97999572753906,218.77999877929688,216.49066162109375,1059000
2024-11-21,218.89999389648438,222.27000427246094,217.39999389648438,221.52999877929688,219.21188354492188,1651800
2024-11-22,222.77000427246094,224.67999267578125,221.82000732421875,224.41000366210938,222.06175231933594,1624600
2024-11-25,224.82000732421875,226.9600067138672,224.5,225.64999389648438,223.2887725830078,2930500
2024-11-26,226.97000122070312,228.52999877929688,225.8800048828125,227.4499969482422,225.0699462890625,1211000
2024-11-27,229.14999389648438,230.38999938964844,228.32000732421875,228.4600067138672,226.0693817138672,1366000
2024-11-29,229.1999969482422,230.27000427246094,228.0500030517578,228.22000122070312,225.83187866210938,1254600
2024-12-02,228.35000610351562,228.39999389648438,224.74000549316406,225.1199951171875,222.76431274414062,1397400
2024-12-03,225.25999450683594,226.00999450683594,224.5,225.00999450683594,222.6554718017578,1944900
2024-12-04,224.39999389648438,225.8300018310547,224.1999969482422,225.2899932861328,222.93252563476562,1848900
2024-12-05,224.25,224.47000122070312,223.17999267578125,224.0500030517578,221.7055206298828,1185000
2024-12-06,224.3300018310547,225.1699981689453,221.85000610351562,222.19000244140625,220.6034393310547,1787800
2024-12-09,221.14999389648438,222.83999633789062,216.82000732421875,217.47000122070312,215.91714477539062,1652600
2024-12-10,218.4499969482422,218.4499969482422,215.8800048828125,216.0800018310547,214.5370635986328,2098300
2024-12-11,216.60000610351562,216.94000244140625,213.5,214.52000427246094,212.9882049560547,1676500
2024-12-12,215.07000732421875,216.07000732421875,214.0,214.4499969482422,212.918701171875,1425900
2024-12-13,214.35000610351562,214.74000549316406,212.2100067138672,213.1999969482422,211.67762756347656,1344400
2024-12-16,213.86000061035156,214.80999755859375,211.47000122070312,211.63999938964844,210.1287841796875,1480900
2024-12-17,211.3000030517578,211.92999267578125,208.07000732421875,209.0,207.5076141357422,3161600
2024-12-18,209.0,209.35000610351562,205.13999938964844,205.42999267578125,203.96310424804688,1945800
2024-12-19,205.00999450683594,207.8800048828125,204.5500030517578,205.52999877929688,204.06240844726562,2454300
2024-12-20,206.38999938964844,207.3000030517578,204.4499969482422,205.8300018310547,204.36026000976562,3685700
2024-12-23,205.1999969482422,205.74000549316406,202.0,203.8000030517578,202.34475708007812,1710100
2024-12-24,203.27000427246094,205.4499969482422,202.42999267578125,205.3800048828125,203.91348266601562,711500
2024-12-26,204.25,205.97000122070312,204.10000610351562,205.02000427246094,203.55604553222656,736700
2024-12-27,203.99000549316406,205.8000030517578,203.00999450683594,204.02000427246094,202.56320190429688,878700
2024-12-30,202.2100067138672,203.0800018310547,201.27000427246094,202.27000427246094,200.82568359375,1209700
2024-12-31,202.47000122070312,202.52999877929688,200.86000061035156,201.7899932861328,200.34910583496094,1549000
2025-01-02,202.8699951171875,203.02000427246094,199.69000244140625,200.5399932861328,199.1080322265625,1818300
2025-01-03,200.5,202.50999450683594,200.35000610351562,201.64999389648438,200.21011352539062,1123500
2025-01-06,201.02000427246094,202.02000427246094,200.17999267578125,201.75999450683594,200.31932067871094,1335600
2025-01-07,202.1999969482422,203.8300018310547,202.02999877929688,203.38999938964844,201.93768310546875,2016800
2025-01-08,204.16000366210938,206.94000244140625,203.74000549316406,206.5800018310547,205.1049041748047,2005000
2025-01-10,207.0,209.67999267578125,206.25,207.25,205.77011108398438,2564700
2025-01-13,206.66000366210938,207.55999755859375,205.0,207.52999877929688,206.04811096191406,1459200
2025-01-14,206.80999755859375,207.72000122070312,205.10000610351562,207.1699981689453,205.69068908691406,1350000
2025-01-15,208.57000732421875,208.97999572753906,206.57000732421875,208.0,206.51475524902344,1655400
2025-01-16,207.80999755859375,211.36000061035156,207.7100067138672,211.00999450683594,209.50326538085938,1589300
2025-01-17,211.80999755859375,213.25,210.80999755859375,211.7100067138672,210.1982879638672,1663700
2025-01-21,212.85000610351562,213.67999267578125,211.50999450683594,212.92999267578125,211.4095458984375,1864100
2025-01-22,212.42999267578125,212.86000061035156,209.72999572753906,211.44000244140625,209.93020629882812,2149300
2025-01-23,211.6699981689453,212.1999969482422,209.57000732421875,210.10000610351562,208.5997772216797,1296200
2025-01-24,210.16000366210938,210.52000427246094,208.92999267578125,209.42999267578125,207.93453979492188,1185100
2025-01-27,211.52999877929688,213.97999572753906,210.5399932861328,213.6300048828125,212.1045684814453,1593200
2025-01-28,213.9600067138672,214.22999572753906,212.55999755859375,213.64999389648438,212.12442016601562,2430900
2025-01-29,212.9499969482422,213.91000366210938,209.42999267578125,209.5500030517578,208.05369567871094,2159000
2025-01-30,215.49000549316406,222.72999572753906,214.72000122070312,222.42999267578125,220.8417205810547,3163300
2025-01-31,221.60000610351562,222.4499969482422,219.6699981689453,220.25999450683594,218.68722534179688,1947600
2025-02-03,218.91000366210938,225.88999938964844,218.50999450683594,223.72000122070312,222.1225128173828,2118100
2025-02-04,222.1199951171875,224.10000610351562,221.69000244140625,222.13999938964844,220.5537872314453,2213800
2025-02-05,223.60000610351562,225.1300048828125,223.0,224.77000427246094,223.16502380371094,1394700
2025-02-06,224.6300048828125,225.66000366210938,223.52000427246094,224.9199981689453,223.31394958496094,1151200
2025-02-07,224.8800048828125,226.19000244140625,223.89999389648438,224.91000366210938,223.30401611328125,1308400
2025-02-10,224.75999450683594,226.16000366210938,223.5800018310547,226.08999633789062,224.4755859375,1077800
2025-02-11,226.08999633789062,226.88999938964844,225.07000732421875,226.75,225.13087463378906,1297800
2025-02-12,225.72999572753906,228.41000366210938,225.5,227.39999389648438,225.77622985839844,1503500
2025-02-13,227.32000732421875,228.4600067138672,225.2100067138672,227.60000610351562,225.97482299804688,1146500
2025-02-14,228.1300048828125,230.3800048828125,227.5800018310547,227.72999572753906,226.1038818359375,1206900
2025-02-18,223.97999572753906,229.60000610351562,223.97999572753906,228.35000610351562,226.71946716308594,1692900
2025-02-19,229.0,229.2100067138672,227.16000366210938,228.52000427246094,226.88824462890625,1256200
2025-02-20,228.25,229.52999877929688,226.33999633789062,229.1199951171875,227.48394775390625,1189700
2025-02-21,228.49000549316406,228.49000549316406,226.5,228.02999877929688,226.4017333984375,1709100
2025-02-24,226.6300048828125,230.6300048828125,226.4499969482422,229.67999267578125,228.03994750976562,1670300
2025-02-25,230.47000122070312,232.44000244140625,229.9499969482422,230.75,229.10232543945312,1931600
2025-02-26,228.9600067138672,230.9499969482422,227.74000549316406,228.69000244140625,227.05703735351562,1065400
2025-02-27,228.11000061035156,230.91000366210938,227.52000427246094,229.61000061035156,227.970458984375,1209800
2025-02-28,230.0,233.0399932861328,229.6999969482422,232.77999877929688,231.11782836914062,2399500
2025-03-03,233.58999633789062,235.80999755859375,232.25999450683594,233.77999877929688,232.11068725585938,1920100
2025-03-04,234.30999755859375,235.3699951171875,229.52999877929688,229.9600067138672,228.31796264648438,2205300
2025-03-05,228.11000061035156,231.05999755859375,227.69000244140625,230.38999938964844,228.74488830566406,1620700
2025-03-06,229.02999877929688,229.9499969482422,223.9499969482422,225.9600067138672,224.34652709960938,1800600
2025-03-07,224.1699981689453,229.89999389648438,224.13999938964844,229.5500030517578,227.910888671875,1906100
2025-03-10,227.9499969482422,232.24000549316406,226.2899932861328,227.77000427246094,226.1436004638672,2270400
2025-03-11,228.0,228.2100067138672,223.6300048828125,224.2100067138672,222.60902404785156,1797900
2025-03-12,225.0,225.3699951171875,222.67999267578125,222.86000061035156,221.26866149902344,1264200
2025-03-13,222.2100067138672,224.07000732421875,221.1699981689453,223.1999969482422,221.60621643066406,1612600
2025-03-14,222.38999938964844,225.1199951171875,221.10000610351562,224.86000061035156,224.0826416015625,1219300
2025-03-17,224.8800048828125,228.7100067138672,224.25,228.19000244140625,227.40113830566406,1915900
2025-03-18,227.33999633789062,228.35000610351562,224.83999633789062,225.8699951171875,225.08914184570312,1306100
2025-03-19,225.8699951171875,228.02000427246094,225.0,227.36000061035156,226.57400512695312,1238700
2025-03-20,227.0800018310547,228.47000122070312,225.1699981689453,226.89999389648438,226.11558532714844,1008900
2025-03-21,226.14999389648438,226.39999389648438,223.8699951171875,224.91000366210938,224.13247680664062,2536500
2025-03-24,225.94000244140625,227.2899932861328,224.66000366210938,226.24000549316406,225.45787048339844,1519100
2025-03-25,226.8800048828125,227.57000732421875,225.08999633789062,227.07000732421875,226.28500366210938,1622500
2025-03-26,228.6300048828125,229.5399932861328,227.60000610351562,228.92999267578125,228.13856506347656,1268200
2025-03-27,229.97000122070312,231.47000122070312,227.7899932861328,229.02000427246094,228.228271484375,1354100
2025-03-28,228.64999389648438,230.30999755859375,227.69000244140625,227.9199981689453,227.13206481933594,1265700
2025-03-31,228.55999755859375,232.47999572753906,228.39999389648438,231.50999450683594,230.70965576171875,1914300
2025-04-01,231.19000244140625,234.05999755859375,230.67999267578125,233.7899932861328,232.9817657470703,1669600
2025-04-02,232.92999267578125,234.8800048828125,230.47999572753906,234.55999755859375,233.74911499023438,1411300
2025-04-03,233.9600067138672,239.32000732421875,233.10000610351562,236.8300018310547,236.01126098632812,2216100
2025-04-04,235.0800018310547,236.47000122070312,225.05999755859375,225.1999969482422,224.4214630126953,4183200
2025-04-07,219.13999938964844,226.75,215.00999450683594,220.55999755859375,219.79750061035156,2931100
2025-04-08,225.7899932861328,225.7899932861328,213.66000366210938,216.47000122070312,215.72164916992188,2324700
2025-04-09,214.0,226.30999755859375,213.5,224.4199981689453,223.6441650390625,3277800
2025-04-10,222.61000061035156,228.32000732421875,220.72999572753906,226.4499969482422,225.66714477539062,2377300
2025-04-11,224.19000244140625,230.39999389648438,223.64999389648438,229.3800048828125,228.58702087402344,1920900
2025-04-14,231.27000427246094,233.14999389648438,229.9600067138672,232.3000030517578,231.49693298339844,1316800
2025-04-15,233.3800048828125,233.88999938964844,231.10000610351562,231.47999572753906,230.67974853515625,1323800
2025-04-16,232.6199951171875,233.1300048828125,228.4600067138672,229.57000732421875,228.7763671875,1795200
2025-04-17,229.86000061035156,232.55999755859375,229.2899932861328,230.91000366210938,230.11172485351562,1372300
2025-04-21,230.77999877929688,231.22999572753906,224.2899932861328,227.57000732421875,226.7832794189453,1447500
2025-04-22,228.25,231.89999389648438,227.58999633789062,229.9600067138672,229.16502380371094,1868900
2025-04-23,230.4499969482422,231.0,226.5,228.6300048828125,227.83961486816406,1797200
2025-04-24,229.64999389648438,229.64999389648438,225.3300018310547,227.47000122070312,226.68362426757812,1869900
2025-04-25,229.47000122070312,229.6699981689453,225.0,228.30999755859375,227.52072143554688,2115700
2025-04-28,229.22000122070312,229.41000366210938,226.47000122070312,229.0800018310547,228.28805541992188,2357000
2025-04-29,224.0,229.92999267578125,220.6999969482422,228.8000030517578,228.00901794433594,2250100
2025-04-30,229.0,233.86000061035156,226.86000061035156,233.36000061035156,232.55325317382812,1955000
2025-05-01,232.00999450683594,234.60000610351562,229.66000366210938,233.39999389648438,232.59310913085938,1546700
2025-05-02,235.8300018310547,235.99000549316406,232.5,233.94000244140625,233.13125610351562,1227900
2025-05-05,233.83999633789062,235.63999938964844,232.0500030517578,234.7899932861328,233.97830200195312,1031500
2025-05-06,232.6699981689453,235.74000549316406,232.6699981689453,234.07000732421875,233.2608184814453,1231700
2025-05-07,233.64999389648438,236.3000030517578,233.6300048828125,235.50999450683594,234.69581604003906,1663700
2025-05-08,236.3800048828125,237.3800048828125,232.83999633789062,233.1300048828125,232.3240509033203,1845600
2025-05-09,232.50999450683594,233.97000122070312,231.24000549316406,232.75,231.94537353515625,1484200
2025-05-12,232.00999450683594,232.08999633789062,222.02000427246094,225.57000732421875,224.79019165039062,2976300
2025-05-13,225.0,225.4199981689453,221.66000366210938,222.3800048828125,221.61122131347656,2787500
2025-05-14,223.19000244140625,223.19000244140625,219.75999450683594,222.47000122070312,221.70091247558594,2175900
2025-05-15,224.22000122070312,228.16000366210938,223.72000122070312,228.02000427246094,227.23171997070312,1762600
2025-05-16,228.02999877929688,229.91000366210938,227.36000061035156,229.8699951171875,229.0753173828125,1639100
2025-05-19,229.41000366210938,232.22000122070312,229.41000366210938,231.9499969482422,231.14813232421875,1203700
2025-05-20,232.2100067138672,234.30999755859375,232.2100067138672,233.88999938964844,233.0814208984375,1901900
2025-05-21,234.08999633789062,235.4600067138672,233.36000061035156,234.11000061035156,233.3006591796875,1864400
2025-05-22,233.5,234.8300018310547,231.7100067138672,233.32000732421875,232.51339721679688,1755200
2025-05-23,236.0,237.33999633789062,233.00999450683594,236.80999755859375,235.9913330078125,1503100
2025-05-27,236.80999755859375,238.19000244140625,236.5,238.02999877929688,237.2071075439453,1791400
