Date,Open,High,Low,Close,Adj Close,Volume
2024-09-09,70.39199829101562,70.6500015258789,68.25,69.3499984741211,69.3499984741211,11869300
2024-09-10,69.33999633789062,69.73999786376953,67.1500015258789,68.8499984741211,68.8499984741211,12317500
2024-09-11,69.16000366210938,69.69999694824219,67.76000213623047,69.3499984741211,69.3499984741211,12344900
2024-09-12,69.13999938964844,70.37999725341797,69.04000091552734,70.36000061035156,70.36000061035156,8369100
2024-09-13,70.04000091552734,70.62000274658203,69.86000061035156,70.0999984741211,70.0999984741211,7572600
2024-09-16,70.45999908447266,71.23999786376953,70.06999969482422,71.06999969482422,71.06999969482422,6495000
2024-09-17,71.93000030517578,72.16999816894531,71.12000274658203,71.7699966430664,71.7699966430664,6187200
2024-09-18,71.44999694824219,73.87000274658203,71.36000061035156,73.12000274658203,73.12000274658203,13498200
2024-09-19,75.0,78.24500274658203,74.80999755859375,77.56999969482422,77.56999969482422,21662400
2024-09-20,77.30999755859375,77.56999969482422,75.46199798583984,76.76000213623047,76.76000213623047,27274600
2024-09-23,77.52999877929688,78.80000305175781,77.3499984741211,77.66999816894531,77.66999816894531,12839800
2024-09-24,77.87999725341797,78.83000183105469,77.66999816894531,78.33999633789062,78.33999633789062,14724800
2024-09-25,78.2300033569336,79.26000213623047,77.33999633789062,77.36000061035156,77.36000061035156,13822400
2024-09-26,78.94499969482422,80.43000030517578,78.47000122070312,80.08000183105469,80.08000183105469,13316700
2024-09-27,80.4000015258789,80.62999725341797,77.7300033569336,77.87999725341797,77.87999725341797,11575300
2024-09-30,77.87000274658203,78.59500122070312,77.23999786376953,78.02999877929688,78.02999877929688,6846900
2024-10-01,78.20999908447266,79.01000213623047,76.38999938964844,77.47000122070312,77.47000122070312,10608700
2024-10-02,77.47000122070312,77.7699966430664,76.18000030517578,77.44000244140625,77.44000244140625,8073300
2024-10-03,76.52999877929688,77.4000015258789,76.04000091552734,77.30999755859375,77.30999755859375,9121300
2024-10-04,78.16000366210938,79.52999877929688,77.98500061035156,79.36000061035156,79.36000061035156,10070400
2024-10-07,79.29000091552734,80.48999786376953,78.61499786376953,80.26000213623047,80.26000213623047,9206600
2024-10-08,79.98999786376953,81.4000015258789,79.57499694824219,81.16000366210938,81.16000366210938,8618500
2024-10-09,80.87999725341797,82.0,80.8499984741211,81.6500015258789,81.6500015258789,6926000
2024-10-10,79.94000244140625,80.07499694824219,78.52999877929688,78.9800033569336,78.9800033569336,11326100
2024-10-11,79.54000091552734,80.72599792480469,79.16000366210938,80.51000213623047,80.51000213623047,7744800
2024-10-14,80.33999633789062,80.9800033569336,79.81999969482422,80.66999816894531,80.66999816894531,5865400
2024-10-15,80.1500015258789,81.05999755859375,78.6500015258789,79.55000305175781,79.55000305175781,7291600
2024-10-16,79.80999755859375,80.8499984741211,79.44999694824219,80.81999969482422,80.81999969482422,5434800
2024-10-17,80.75,80.9000015258789,79.2249984741211,79.81999969482422,79.81999969482422,8654000
2024-10-18,79.5,80.97000122070312,78.94000244140625,80.94000244140625,80.94000244140625,8844300
2024-10-21,80.31500244140625,81.36000061035156,80.04000091552734,80.55999755859375,80.55999755859375,7450300
2024-10-22,80.05000305175781,81.41999816894531,80.04000091552734,80.91000366210938,80.91000366210938,7571300
2024-10-23,81.23999786376953,82.23999786376953,80.08999633789062,80.83000183105469,80.83000183105469,7632100
2024-10-24,81.23500061035156,82.4800033569336,80.91999816894531,81.38999938964844,81.38999938964844,7398800
2024-10-25,82.01000213623047,82.80000305175781,81.4000015258789,81.69999694824219,81.69999694824219,7201000
2024-10-28,82.02999877929688,83.69999694824219,81.87999725341797,83.58999633789062,83.58999633789062,15243500
2024-10-29,78.04000091552734,81.25,76.80999755859375,80.27999877929688,80.27999877929688,35206400
2024-10-30,79.02999877929688,79.70999908447266,77.98999786376953,78.22000122070312,78.22000122070312,14910500
2024-10-31,78.48999786376953,79.81999969482422,78.30000305175781,79.30000305175781,79.30000305175781,13919300
2024-11-01,77.86499786376953,78.30899810791016,76.45999908447266,77.25,77.25,16473600
2024-11-04,77.26000213623047,78.44000244140625,77.0,78.12999725341797,78.12999725341797,10257000
2024-11-05,77.73799896240234,79.41000366210938,77.73799896240234,79.25,79.25,6573900
2024-11-06,81.34500122070312,81.69000244140625,79.99500274658203,81.41000366210938,81.41000366210938,11546500
2024-11-07,81.69499969482422,82.73999786376953,81.12999725341797,81.3499984741211,81.3499984741211,7994300
2024-11-08,81.45999908447266,83.06999969482422,81.3499984741211,83.01000213623047,83.01000213623047,8144200
2024-11-11,84.06999969482422,87.47000122070312,83.37999725341797,86.94000244140625,86.94000244140625,15459400
2024-11-12,86.87999725341797,87.91999816894531,85.67500305175781,86.4000015258789,86.4000015258789,10036900
2024-11-13,86.80000305175781,87.9000015258789,86.08000183105469,87.30999755859375,87.30999755859375,9256600
2024-11-14,87.05999755859375,87.4729995727539,85.4749984741211,85.79000091552734,85.79000091552734,8468300
2024-11-15,85.3499984741211,86.19999694824219,85.10099792480469,85.83000183105469,85.83000183105469,8083200
2024-11-18,86.05500030517578,86.83999633789062,84.57499694824219,84.66999816894531,84.66999816894531,10148100
2024-11-19,82.98999786376953,84.23500061035156,82.5,84.08999633789062,84.08999633789062,12442700
2024-11-20,84.51000213623047,85.5999984741211,84.23999786376953,84.73999786376953,84.73999786376953,6076300
2024-11-21,85.16000366210938,85.48999786376953,84.20999908447266,84.81999969482422,84.81999969482422,7250100
2024-11-22,84.68000030517578,86.80000305175781,84.56999969482422,86.7699966430664,86.7699966430664,6786000
