fortune_rank,company,ticker,n_obs,daily_std,cc_vol,parkinson_vol,gk_vol,rs_vol,yz_vol,ewma_vol,mad_vol,norm_avg_vol,n_measures
142,Coupang,CPNG,253,0.022101943730275454,0.35085747960871255,0.3042553302618061,0.3074542507521713,0.3111576751383335,0.3845037082097516,0.3702517609606173,0.20651211648898138,0.1991502343192564,7
148,Jabil,JBL,253,0.023911178172844133,0.37957818599940835,0.3052223831355312,0.30746865170608667,0.3085552785595251,0.39314259925285044,0.28152838062780006,0.22107936498260417,0.19637809300618667,7
18,General Motors,GM,253,0.02355028997612938,0.3738492634817736,0.30041375556387123,0.2942553969369987,0.31045205016456295,0.39174102192853794,0.24189711379928938,0.2553056196092912,0.19575235123093124,7
188,Jones Lang LaSalle,JLL,253,0.02121338110143862,0.33675198516746424,0.3013635318751879,0.30318441019804393,0.3065864550339373,0.3672786120577148,0.24694745459095854,0.28601788739718575,0.1952739356809309,7
189,Lear,LEA,253,0.02225747527343826,0.3533264663141219,0.301973794707209,0.20544822436289437,0.29567965426916004,0.41335343701346305,0.2931144683282346,0.28479465338696835,0.19439050487792847,7
112,Dollar General,DG,253,0.021504998603022085,0.3413812694903272,0.30565604919631134,0.2777531800337261,0.31536411883962967,0.3804058333796736,0.25742133097448977,0.25821814143060257,0.1913457041662629,7
19,Ford Motor,F,253,0.02019913590265542,0.3206513417809345,0.2711275736393331,,0.290643650934307,0.5786265053023496,0.21840365205510961,0.256686080367158,0.19078440358252022,6
90,Nike,NKE,253,0.024713251099391553,0.39231069898130183,0.281432287069068,0.23622194435684862,0.28075554778180456,0.4188539542786916,0.2557746835941776,0.2570285754108055,0.18822063005420134,7
22,Meta Platforms,META,253,0.022654599352734842,0.35963061563484744,0.2891591021486852,0.28546968161724734,0.28301498560791233,0.37981008010363404,0.265273954022972,0.2570353916195675,0.18768171764875427,7
137,PayPal Holdings,PYPL,252,0.023436282067253955,0.37203944403550027,0.27970378281223185,0.27432516030179643,0.2699049483178245,0.3539458976067239,0.2943310906099639,0.2676378792433962,0.186540566421576,7
117,Qualcomm,QCOM,253,0.02320383801548687,0.36834950910722863,0.30029729488747936,0.2582324636744277,0.2916027042693725,0.38708609195878657,0.23090529353776493,0.2526816032613542,0.18403903314981865,7
160,AutoNation,AN,253,0.019141762348952,0.30386605698495944,0.2955403017699602,0.2987109216514384,0.3013662031172016,0.35715851513529184,0.24582798951671359,0.2713530299863911,0.18301166880916034,7
155,Baker Hughes,BKR,253,0.022891799575254265,0.3633960524331409,0.2929558745874549,0.2624852935521387,0.28545272976080266,0.3669066277011399,0.2671256775593099,0.2438401592673359,0.18132632095130355,7
29,Marathon Petroleum,MPC,253,0.0222600395436764,0.3533671728421888,0.3133713741200641,0.2733622226949341,0.3023785803651035,0.3763075156325952,0.20225933195019366,0.24409686454646468,0.18079227429245798,7
41,Target,TGT,252,0.02590115489330175,0.4111680871022409,0.28137229382122164,0.10332427227571775,0.2693231380809875,0.4644736033847306,0.29505566247996323,0.25128967027839316,0.180477212043985,7
5,CVS Health,CVS,253,0.023542369405729905,0.3737235283246608,0.2871066024092278,0.13049350628322937,0.28229563929519663,0.4616634723302405,0.2905128711838072,0.24192998586613282,0.17883227179768033,7
2,Amazon,AMZN,253,0.021100333670509605,0.3349574128359067,0.26467210289575094,0.26295334380862007,0.263020809003834,0.3651598199965222,0.3014773095250851,0.267011824898616,0.17822770325983608,7
159,Occidental Petroleum,OXY,253,0.022189825912197415,0.35225256599694804,0.29085591698099744,0.24447532063112756,0.2731460555239844,0.3541092699602692,0.25828593853874454,0.27081713706658284,0.17797300272114694,7
120,Salesforce,CRM,253,0.020654594192933102,0.327881517992759,0.26513464112337964,0.2664099666150888,0.26931957164634956,0.3491817808308773,0.3242607363300334,0.2526053003338755,0.17606552547164236,7
172,Carrier Global,CARR,253,0.02152454113788793,0.34169149761378426,0.25314497167141614,0.24490499724427742,0.2530008335781609,0.3313992855272827,0.3409010559253452,0.2743247747248709,0.17484345564029066,7
7,Alphabet,GOOGL,253,0.019952125337018557,0.31673017061365133,0.2570187162295435,0.2546153765644431,0.25664984824573794,0.33349684475412666,0.3345830597493176,0.26337657250856283,0.1708197958608611,7
